0	0.00032235
0.001	0.00032346
0.002	0.00032457
0.003	0.00032569
0.004	0.0003268
0.005	0.00032791
0.006	0.00032919
0.007	0.00033048
0.008	0.00033176
0.009	0.00033305
0.01	0.00033433
0.011	0.00033563
0.012	0.00033693
0.013	0.00033824
0.014	0.00033954
0.015	0.00034084
0.016	0.00034216
0.017	0.00034348
0.018	0.00034479
0.019	0.00034611
0.02	0.00034743
0.021	0.00034876
0.022	0.00035009
0.023	0.00035142
0.024	0.00035275
0.025	0.00035408
0.026	0.00035538
0.027	0.00035669
0.028	0.000358
0.029	0.0003593
0.03	0.00036061
0.031	0.00036198
0.032	0.00036334
0.033	0.00036471
0.034	0.00036608
0.035	0.00036745
0.036	0.0003688
0.037	0.00037016
0.038	0.00037152
0.039	0.00037288
0.04	0.00037424
0.041	0.00037561
0.042	0.00037697
0.043	0.00037833
0.044	0.0003797
0.045	0.00038106
0.046	0.00038244
0.047	0.00038382
0.048	0.0003852
0.049	0.00038659
0.05	0.00038797
0.051	0.00038933
0.052	0.0003907
0.053	0.00039206
0.054	0.00039343
0.055	0.0003948
0.056	0.00039621
0.057	0.00039762
0.058	0.00039904
0.059	0.00040045
0.06	0.00040187
0.061	0.00040325
0.062	0.00040464
0.063	0.00040603
0.064	0.00040742
0.065	0.0004088
0.066	0.00041024
0.067	0.00041168
0.068	0.00041311
0.069	0.00041455
0.07	0.00041599
0.071	0.00041744
0.072	0.0004189
0.073	0.00042035
0.074	0.00042181
0.075	0.00042327
0.076	0.00042477
0.077	0.00042627
0.078	0.00042777
0.079	0.00042927
0.08	0.00043077
0.081	0.00043225
0.082	0.00043372
0.083	0.0004352
0.084	0.00043667
0.085	0.00043815
0.086	0.00043961
0.087	0.00044108
0.088	0.00044255
0.089	0.00044402
0.09	0.00044548
0.091	0.00044698
0.092	0.00044848
0.093	0.00044998
0.094	0.00045147
0.095	0.00045297
0.096	0.00045454
0.097	0.00045611
0.098	0.00045768
0.099	0.00045925
0.1	0.00046082
0.101	0.0004624
0.102	0.00046398
0.103	0.00046556
0.104	0.00046713
0.105	0.00046871
0.106	0.00047025
0.107	0.00047178
0.108	0.00047331
0.109	0.00047484
0.11	0.00047637
0.111	0.00047796
0.112	0.00047955
0.113	0.00048113
0.114	0.00048272
0.115	0.00048431
0.116	0.00048592
0.117	0.00048754
0.118	0.00048915
0.119	0.00049077
0.12	0.00049238
0.121	0.00049404
0.122	0.00049571
0.123	0.00049737
0.124	0.00049904
0.125	0.00050071
0.126	0.00050232
0.127	0.00050394
0.128	0.00050556
0.129	0.00050718
0.13	0.00050879
0.131	0.00051047
0.132	0.00051214
0.133	0.00051381
0.134	0.00051548
0.135	0.00051715
0.136	0.00051887
0.137	0.00052059
0.138	0.00052232
0.139	0.00052404
0.14	0.00052576
0.141	0.00052745
0.142	0.00052915
0.143	0.00053085
0.144	0.00053255
0.145	0.00053425
0.146	0.00053598
0.147	0.00053772
0.148	0.00053945
0.149	0.00054118
0.15	0.00054291
0.151	0.00054467
0.152	0.00054642
0.153	0.00054817
0.154	0.00054992
0.155	0.00055168
0.156	0.00055345
0.157	0.00055521
0.158	0.00055698
0.159	0.00055875
0.16	0.00056052
0.161	0.00056237
0.162	0.00056422
0.163	0.00056606
0.164	0.00056791
0.165	0.00056976
0.166	0.00057165
0.167	0.00057354
0.168	0.00057542
0.169	0.00057731
0.17	0.00057919
0.171	0.00058105
0.172	0.0005829
0.173	0.00058476
0.174	0.00058662
0.175	0.00058847
0.176	0.00059034
0.177	0.00059221
0.178	0.00059408
0.179	0.00059594
0.18	0.00059781
0.181	0.00059973
0.182	0.00060165
0.183	0.00060357
0.184	0.00060549
0.185	0.00060741
0.186	0.00060938
0.187	0.00061135
0.188	0.00061333
0.189	0.0006153
0.19	0.00061727
0.191	0.00061925
0.192	0.00062124
0.193	0.00062322
0.194	0.0006252
0.195	0.00062718
0.196	0.00062921
0.197	0.00063124
0.198	0.00063327
0.199	0.0006353
0.2	0.00063733
0.201	0.00063934
0.202	0.00064136
0.203	0.00064337
0.204	0.00064538
0.205	0.0006474
0.206	0.00064946
0.207	0.00065153
0.208	0.00065359
0.209	0.00065566
0.21	0.00065773
0.211	0.00065987
0.212	0.00066201
0.213	0.00066416
0.214	0.0006663
0.215	0.00066844
0.216	0.00067048
0.217	0.00067251
0.218	0.00067454
0.219	0.00067657
0.22	0.00067861
0.221	0.00068087
0.222	0.00068313
0.223	0.00068539
0.224	0.00068765
0.225	0.00068992
0.226	0.00069212
0.227	0.00069432
0.228	0.00069653
0.229	0.00069873
0.23	0.00070094
0.231	0.00070314
0.232	0.00070534
0.233	0.00070754
0.234	0.00070974
0.235	0.00071195
0.236	0.00071423
0.237	0.00071652
0.238	0.0007188
0.239	0.00072109
0.24	0.00072338
0.241	0.00072574
0.242	0.0007281
0.243	0.00073046
0.244	0.00073282
0.245	0.00073518
0.246	0.00073749
0.247	0.0007398
0.248	0.0007421
0.249	0.00074441
0.25	0.00074672
0.251	0.00074918
0.252	0.00075164
0.253	0.0007541
0.254	0.00075656
0.255	0.00075902
0.256	0.00076148
0.257	0.00076395
0.258	0.00076642
0.259	0.00076888
0.26	0.00077135
0.261	0.00077384
0.262	0.00077632
0.263	0.00077881
0.264	0.00078129
0.265	0.00078378
0.266	0.00078629
0.267	0.0007888
0.268	0.00079131
0.269	0.00079383
0.27	0.00079634
0.271	0.00079882
0.272	0.00080129
0.273	0.00080377
0.274	0.00080625
0.275	0.00080873
0.276	0.00081142
0.277	0.00081411
0.278	0.0008168
0.279	0.00081949
0.28	0.00082217
0.281	0.00082487
0.282	0.00082756
0.283	0.00083025
0.284	0.00083294
0.285	0.00083563
0.286	0.00083827
0.287	0.00084092
0.288	0.00084356
0.289	0.0008462
0.29	0.00084885
0.291	0.00085169
0.292	0.00085454
0.293	0.00085738
0.294	0.00086023
0.295	0.00086307
0.296	0.00086586
0.297	0.00086865
0.298	0.00087145
0.299	0.00087424
0.3	0.00087703
0.301	0.00087985
0.302	0.00088266
0.303	0.00088548
0.304	0.0008883
0.305	0.00089112
0.306	0.00089401
0.307	0.0008969
0.308	0.00089979
0.309	0.00090268
0.31	0.00090558
0.311	0.0009086
0.312	0.00091163
0.313	0.00091465
0.314	0.00091768
0.315	0.0009207
0.316	0.00092368
0.317	0.00092665
0.318	0.00092963
0.319	0.0009326
0.32	0.00093558
0.321	0.00093863
0.322	0.00094167
0.323	0.00094472
0.324	0.00094777
0.325	0.00095082
0.326	0.00095403
0.327	0.00095725
0.328	0.00096047
0.329	0.00096369
0.33	0.0009669
0.331	0.00097008
0.332	0.00097326
0.333	0.00097644
0.334	0.00097962
0.335	0.0009828
0.336	0.00098606
0.337	0.00098931
0.338	0.00099257
0.339	0.00099582
0.34	0.00099908
0.341	0.0010023
0.342	0.0010056
0.343	0.0010088
0.344	0.0010121
0.345	0.0010154
0.346	0.0010186
0.347	0.0010218
0.348	0.0010251
0.349	0.0010283
0.35	0.0010316
